Date,Open,High,Low,Close,Volume
2016-01-25,20.01563655324849,20.050716941397898,19.78566148379767,19.848027657150347,7890519
2016-01-26,19.898692663195735,20.113076902238177,19.785655372419004,20.054608048418388,7666910
2016-01-27,19.746677057101593,20.101384380231984,19.42315281246944,19.63363820275836,11154196
2016-01-28,19.618050084311147,19.699904312881294,19.091834979434896,19.177588067277863,15411956
2016-01-29,19.411457529283933,19.75057250215991,19.325702902747015,19.75057250215991,14388114
2016-02-01,19.64143052028262,19.87140548443916,19.427046313177367,19.78175356693044,9719100
2016-02-02,19.594657184009325,19.688206411000913,19.45043682257359,19.649228735143627,12667767
2016-02-03,19.341296604857632,19.532292372034338,18.93591659343002,19.508905453256947,16637726
2016-02-04,19.372486754541754,19.388077519985774,18.721540741731573,18.939822366029652,17522471
2016-02-05,18.94371400777519,19.380277125934132,18.81508282938206,19.247748646918794,14354360
2016-02-08,19.072346929102842,19.228262355432715,18.698149905911148,19.033367682946075,11346347
2016-02-09,18.978800542110765,19.321814531885945,18.86576164614768,19.16200178010223,9054138
2016-02-10,19.2984196377685,19.64922964480184,19.290623478917432,19.30621579661957,9383176
2016-02-11,19.02557536768716,19.251653152619795,18.908639173455494,19.041166133045934,9427642
2016-02-12,19.09183920950061,19.142511924897907,18.818987565020468,19.111328835291683,11561623
2016-02-16,19.255549552694653,19.485524628623466,19.193183377585235,19.40366882900519,9706347
2016-02-17,19.489420983204038,19.742784531210784,19.473830219332903,19.72329490764894,7926908
2016-02-18,19.72329426727609,19.875310832847248,19.586868465069866,19.614152690532794,8173134
2016-02-19,19.58686423520031,19.64533153306403,19.438743444586237,19.53619153818719,7621593
2016-02-22,19.59856256717832,19.79345568623896,19.540093696481783,19.789558384844753,6606508
2016-02-23,19.70770208605043,19.855821351410142,19.65702937773322,19.69990592516381,6716357
2016-02-24,19.551786825094414,19.731089177219214,19.345198688784382,19.70770225265885,6438504
2016-02-25,19.707698879204315,19.879206599316063,19.641435418193495,19.879206599316063,7391607
2016-02-26,19.898702449331306,19.929887100009164,19.734992383057886,19.73888968524384,7865692
2016-02-29,19.69211324733521,19.81294674055096,19.54789126917355,19.571278195822106,10958304
2016-03-01,19.64143426127677,20.245606209296163,19.524498107081985,20.17154659302957,10292577
2016-03-02,20.124773714351967,20.440503395967376,20.08189717105913,20.37423837227177,10180687
2016-03-03,20.339160103161912,20.393730113179604,19.93767729323078,20.30797701768077,8339693
2016-03-04,20.21052873580154,20.382036483689298,20.074102932727993,20.30018069018573,7724980
2016-03-07,20.20663631938589,20.631506153078416,20.171555924388326,20.51846724702283,6348039
2016-03-08,20.409319132413884,20.631499571413297,20.382034908885593,20.44440107451752,7030516
2016-03-09,20.49507330658277,20.615906775774416,20.307974813998577,20.409318662092236,7780075
2016-03-10,20.537946801733007,20.752329485401155,20.436601410382533,20.674372570875505,10430143
2016-03-11,20.84737972190149,21.020387876949595,20.753012066037893,20.91815585678161,13206045
2016-03-14,20.898501215823874,20.96534597205694,20.77660903887483,20.870976719500828,5554439
2016-03-15,20.635058581993032,20.697970369924874,20.426663087977545,20.61146705450113,7703640
