Date,Open,High,Low,Close,Volume
2016-01-25,151.19444868400117,151.19444868400117,146.84260651485812,147.9092340188017,1836134
2016-01-26,147.75982362262542,149.0184518318351,145.6905648260066,146.9385163499042,1774203
2016-01-27,143.82402127524534,145.16798208998873,138.39489222248824,139.97349606990645,3443141
2016-01-28,139.8241623146307,141.94675640156603,134.84301500953387,134.84301500953387,3016419
2016-01-29,136.29363563604377,139.2268607227531,135.55766019203526,139.18420279177684,2250301
2016-02-01,140.38950109480533,141.26414342432872,137.8402621161008,138.3629154307265,1608706
2016-02-02,137.77623914424882,138.5442120619073,134.16037343837354,135.47232852899344,2125871
2016-02-03,136.12296310058377,136.20828708997806,131.7071272439383,135.28032665520385,2512376
2016-02-04,134.39502246884493,135.9842946623357,130.9604817037171,135.0776632017961,2170526
2016-02-05,135.06700367297628,135.5576512239487,130.94982189990336,131.60046516347376,1289703
2016-02-08,130.23517300529008,130.66182549158196,123.33409406300572,125.03003545814316,3096665
2016-02-09,124.84874386493816,129.86188952797252,123.45145639878946,127.80329826374509,2635673
2016-02-10,128.53923602714775,131.36579951207898,127.73926569015134,129.5631970819769,1014221
2016-02-11,127.78194637367518,129.2218915175009,126.73664809978776,127.97393960203327,1821407
2016-02-12,128.54990361278598,129.71253146571433,127.74993323114776,129.64853643925355,1040655
2016-02-16,130.52320184961934,133.2964315466816,130.30987148047825,133.14710435714358,1359092
2016-02-17,133.32839541959228,136.2189540557627,133.1150732420087,136.0589583537153,1361169
2016-02-18,136.16563815815175,138.11756797178145,136.0269714080027,136.54962461780744,1336529
2016-02-19,136.08031333808145,137.73358891364933,134.97101996587833,135.7069954093882,1283000
2016-02-22,136.65629816033936,141.30679430532038,136.52830807965634,140.97614241326076,1637500
2016-02-23,140.6881627199323,142.80009691797636,139.52554263467565,140.0161984527767,1434902
2016-02-24,139.66419649194108,139.80286326419932,137.54160207438196,139.46153467877681,1059065
2016-02-25,139.333536576554,141.05080726893388,138.5762239933924,141.04013057910228,1243160
2016-02-26,141.3814493207806,142.7680680408661,140.66681099571946,141.3281147016541,1251467
2016-02-29,140.6454515598864,142.5227094167882,139.38682310520957,139.39749979260392,1393645
2016-03-01,140.6561325315458,140.97612396682584,139.02419411460235,140.58147708606342,1487864
2016-03-02,140.85881043198748,143.05606024995427,139.96284733104923,143.0240627303095,1481350
2016-03-03,142.12809690662252,142.39475374884884,138.9282147999068,141.8294425453644,1439622
2016-03-04,141.2427623465225,141.7334179866295,139.83482300069264,141.16810691078527,1214554
2016-03-07,139.82419566384957,142.11745456387388,139.4082115880973,142.0747803494436,1061802
2016-03-08,141.16365309548524,143.60748729591643,141.06718982960643,141.99970077693538,1172259
2016-03-09,142.69643394775724,144.44355103773805,141.8067900123734,144.20774101364825,1170843
2016-03-10,145.14025763381244,149.63134409260542,144.3256353001311,147.71270961693568,1982277
2016-03-11,148.34513057140117,153.50078093926504,148.3129761420079,153.38287591307162,1888342
2016-03-14,152.92194261271476,155.0870998384471,151.9358354493246,154.52972923122616,1603702
2016-03-15,153.16847142099297,154.21890382941135,151.8822453459572,152.53607925109438,1423384
2016-03-16,152.53601769732427,154.34745924558743,151.6785285415775,153.82224325332177,1282244
2016-03-17,153.99380275298154,154.3475177771844,148.83816953295886,150.43524348673833,1519302
2016-03-18,150.9604457230731,154.46542524112672,150.62817242830457,152.93266011187782,1663368
2016-03-21,152.23598698442942,152.57898938718512,148.430887899539,150.06011660211905,1148658
2016-03-22,149.52417695160506,151.82866489298712,148.93465183594228,150.9926170399576,1472948
2016-03-23,151.92516492970256,152.05378266120357,149.0311351288838,149.52419702506396,1559709
2016-03-24,148.5273412793432,150.06009006303762,147.77702774482654,150.02793563787282,1202564
2016-03-28,149.9957673235347,150.90683654426107,148.96677674778743,149.58845616882738,938128
2016-03-29,149.81355042513746,150.66031078422617,148.55947891964533,150.3601919464289,1407051
2016-03-30,151.16410227436697,151.5714134667901,149.79212561649646,150.02793563787282,929349
2016-03-31,149.64211596287905,150.38170069821444,147.54126680678507,148.9775691480593,1298860
2016-04-01,148.49515818951772,152.10732975103494,147.73414838336532,152.0430209060362,1541582
2016-04-04,151.9787165262865,158.02399411310503,151.44278760420949,157.8417802422292,3016419
2016-04-05,155.21569394832053,156.36258941243514,153.4256937476756,153.64006199318572,1996910
2016-04-06,153.61867250757385,155.4086731264205,153.17920687069312,155.28003906486236,2310721
2016-04-07,153.99379560565927,154.95847736014375,152.73972404455512,153.72583117751094,1439716
2016-04-08,154.74406424312255,155.4086270241467,152.77185034032,154.06880513008284,1496078
2016-04-11,154.69052877302028,155.4193842417016,150.8318340704357,151.02476062793872,1110139
2016-04-12,151.2069831386683,153.7472808144151,150.94973138653194,153.13631403631055,1078513
2016-04-13,153.89739908321616,155.33368511575887,152.7397902889218,153.86524464631282,1113727
2016-04-14,153.4471084480331,154.0473459718249,151.66782124876036,153.5007045887815,1323595
2016-04-15,153.3292907991096,153.54365912893664,152.04306446489204,153.17923133270514,1340683
2016-04-18,153.03987562966134,153.382878021577,152.25742391157823,152.83622000386816,1073698
2016-04-19,154.09029332868613,154.9692247000596,152.99700999316636,154.77628176392093,1629853
2016-04-20,154.89415521186996,156.8127897141679,153.7258342073763,155.97674199028702,1524683
2016-04-21,155.70876057448282,157.027140863698,155.226427917965,156.39474879503578,1191896
2016-04-22,156.91996588978844,158.62423211873215,156.49122933781268,158.12045767477252,1160931
2016-04-25,157.3916252983564,158.63498450759607,155.58018265571934,156.5877317957841,1180851
2016-04-26,155.97671580618206,157.75598691547552,155.73017679303285,157.6380982855976,1536579
2016-04-27,156.65197965067657,157.37013862591036,151.12120693694533,155.1620982603572,2382188
2016-04-28,155.4729738761627,156.91997206243877,153.9294960599335,154.34751993889128,1285737
2016-04-29,152.93270516371632,152.93270516371632,149.34199035815914,150.8854686319984,1490791
2016-05-02,151.86081774179905,152.20382011652697,149.75998543997764,150.5745915470763,1522606
2016-05-03,149.9529518986438,152.5575757644287,149.9529518986438,151.58218090148932,1163574
2016-05-04,148.46305360233256,149.27767619309958,146.57658930971218,148.69886368331714,2493778
2016-05-05,148.69884768089605,149.5563373053549,146.26574192888387,146.91957592756765,1614465
2016-05-06,146.6194596386966,148.5059403277846,145.61192678141848,147.11252155205088,1214271
2016-05-09,146.80164173917197,148.69881814345015,146.46935210481865,148.387986598395,1113916
2016-05-10,148.7631888064195,150.49961017026317,148.4523571322034,150.23164562670323,1066523
2016-05-11,150.09221915231072,151.93581554173082,149.43838535890882,149.5991738128432,1704152
2016-05-12,149.88862544430762,150.2744949956363,144.86160858445126,145.85844507340695,2055726
2016-05-13,145.96564503540293,147.05894500291794,144.454337370164,145.24750198824125,1308018
2016-05-16,145.14032219675653,147.3269057195468,144.52935517471835,147.09109560808554,931048
2016-05-17,147.75562077979404,147.75562077979404,144.55075971184678,145.99777444561235,1279979
2016-05-18,145.96562106500858,147.10180433382783,144.65796929383143,145.85844507340695,916320
2016-05-19,145.10813759896695,146.8552549731495,142.96442165325436,143.40387099213186,1277524
2016-05-20,144.29351778606517,145.7619743580698,143.4360444758568,145.4832808125226,1025078
2016-05-23,144.3792106557543,144.8186761824244,142.4605928117594,142.74998257837277,2075174
2016-05-24,142.59993778569702,143.85402565718778,137.615806142542,137.71226940796433,5509820
2016-05-25,138.48401731602308,140.82067570372448,138.01239729161082,140.37049741367218,4016951
2016-05-26,140.90643752625246,140.9921717600291,138.559066261743,138.9234939986776,1559425
2016-05-27,139.44870577274727,140.42408393691323,138.80558455318,140.09181063706257,1491169
2016-05-31,140.6813694471999,142.01047932072655,139.8131670411667,141.6567642006286,2181949
2016-06-01,141.65672265769223,142.72858039628508,140.47767260313964,142.03186305304905,1755416
2016-06-02,142.27845188089447,142.996594854344,141.69963934063207,142.86796075914302,1380617
2016-06-03,141.92470100506998,142.46062992690295,140.41337752024032,141.31373418365908,1225977
2016-06-06,141.2922650889479,142.08542918050637,141.04572608539806,141.95681151273962,1070866
2016-06-07,141.78535852659473,143.135893562442,141.50668136673036,142.460634222145,1488997
2016-06-08,142.4498377783998,144.60408863327163,142.1805564215408,144.5502290747739,1471626
2016-06-09,144.2594177239365,145.12112145525333,143.64546470397926,144.06554301309686,1385338
2016-06-10,143.40848601415834,143.60237714744366,141.26500038817971,141.66354799274322,1289986
2016-06-13,140.8556971471623,142.52524485154782,140.54332156836753,140.75874336733958,1070488
2016-06-14,140.6833667947945,141.23269490086025,139.86475730495766,140.58642944118841,1190386
2016-06-15,141.2327022634797,142.12671847648153,140.37101493899652,140.68337412877685,1242593
2016-06-16,142.2990442520402,143.7639355255329,140.1447933460586,142.48215360677304,2632274
2016-06-17,142.47139627376993,143.0314897071401,141.6204579141447,142.5467865131874,1925349
2016-06-20,143.93627270840224,144.6687100925571,142.24517793839823,142.9560846481692,1953105
2016-06-21,143.6562487735453,143.72087368558473,141.48046670192642,141.5881694101142,1950179
2016-06-22,141.42661556291887,141.42661556291887,138.2706285398612,138.64762913008258,3436627
2016-06-23,139.7570111932442,140.33865163821022,137.57044809404988,138.59371386768402,3142359
2016-06-24,134.44682855538682,137.3335257388454,133.25121837976445,136.12714200531363,2937683
2016-06-27,134.9961154186728,134.9961154186728,132.38947417272198,134.4790916603766,2182138
2016-06-28,135.94399464172093,137.95822208174494,135.07152570452067,136.84878424362248,2498782
2016-06-29,137.60278880955798,141.65277495475752,137.15039805150096,141.62046250315572,2284948
2016-06-30,140.96339900926273,142.34211823742368,140.33866429093518,141.46964927350007,2178456
2016-07-01,141.3727254933767,142.65450750088428,140.37100664184086,141.82511624267974,1154322
2016-07-05,141.80358248770239,142.08364567005546,140.20944115871342,140.93111335788836,942188
2016-07-06,140.31713939294178,143.03148374009115,139.85396689492774,142.30981164842308,1611633
2016-07-07,142.65453582283925,142.665301163425,138.46451734615633,139.4231585985912,1895328
